Country,Month,Average_Temperature
Uruguay,March,20.662500000000005
Uzbekistan,March,8.189430894308945
Vanuatu,March,25.783333333333335
Venezuela,March,24.809917355371883
Vietnam,March,23.27169811320755
Wake Island,March,25.6
Wallis and Futuna,March,27.5
West Bank,March,10.333333333333334
Western Sahara,March,19.566666666666666
Yemen,March,25.428571428571427
Zambia,March,22.283116883116882
Zimbabwe,March,21.499999999999996
Afghanistan,April,14.561538461538468
Albania,April,12.163636363636364
Algeria,April,15.013377926421393
American Samoa,April,27.5
Andorra,April,2.8
Angola,April,22.39811320754717
Anguilla,April,27.1
Antarctica,April,-15.304166666666669
Antigua and Barbuda,April,25.661538461538463
Argentina,April,17.367465321563692
Armenia,April,6.971428571428573
Aruba,April,27.818181818181824
Ascension Island,April,27.0
Australia,April,
Austria,April,6.421495327102804
Azerbaijan,April,12.457251908396946
Bahrain,April,25.0
Bangladesh,April,28.141304347826086
Barbados,April,26.566666666666663
Belarus,April,5.988333333333332
Belgium,April,7.580645161290324
Belize,April,26.119999999999997
Benin,April,29.055263157894736
Bermuda,April,19.0
Bhutan,April,15.533333333333335
Bolivia,April,17.340555555555568
Bosnia and Herzegovina,April,8.894736842105264
Botswana,April,20.863157894736844
Brazil,April,
British Indian Ocean Territory,April,28.0
British Virgin Islands,April,25.5
Brunei,April,27.5
Bulgaria,April,8.791428571428572
Burkina Faso,April,32.35862068965516
Burundi,April,20.152173913043477
Cambodia,April,29.07575757575757
Cameroon,April,25.532374100719434
Canada,April,
Cape Verde,April,20.976190476190474
Cayman Islands,April,26.025
Central African Republic,April,26.569767441860463
Chad,April,31.384
Channel Islands,April,8.9
Chile,April,12.659322033898304
China,April,13.648824593128385
Christmas Island,April,26.05
Cocos Islands,April,27.0
Colombia,April,24.227941176470583
Comoros,April,24.759999999999998
Cook Islands,April,26.825
Costa Rica,April,25.560869565217395
Cote d'Ivoire,April,27.646376811594198
Croatia,April,11.50769230769231
Cuba,April,24.9
Curaçao,April,27.5
Cyprus,April,16.731250000000003
Czech Republic,April,6.810344827586207
Democratic Republic of the Congo,April,24.235227272727283
Denmark,April,5.383783783783784
Djibouti,April,27.826666666666668
Dominica,April,25.0
Dominican Republic,April,24.793548387096774
East Timor,April,24.75
Ecuador,April,20.70810810810811
Egypt,April,21.34107142857142
El Salvador,April,24.333333333333332
Equatorial Guinea,April,25.099999999999998
Eritrea,April,24.292857142857137
Estonia,April,3.8148148148148135
Eswatini,April,20.023809523809526
Ethiopia,April,20.727500000000006
Europa Island,April,26.0
Falkland Islands,April,6.0
Faroe Islands,April,5.0
Federated States of Micronesia,April,27.430303030303033
Fiji,April,25.625
Finland,April,0.9694444444444446
France,April,9.984651162790694
French Guiana,April,25.675
French Polynesia,April,25.704761904761902
French Southern and Antarctic Lands,April,9.6
Gabon,April,25.873529411764707
Gaza Strip,April,18.0
Georgia,April,12.244444444444445
Germany,April,7.038095238095237
Ghana,April,28.1
Gibraltar,April,16.0
Glorioso Islands,April,28.0
Greece,April,14.693975903614456
Greenland,April,-9.489285714285709
Grenada,April,26.6
Guadeloupe,April,25.3
Guam,April,26.95833333333334
Guatemala,April,22.181818181818183
Guinea,April,28.014285714285716
Guinea-Bissau,April,28.12222222222222
Guyana,April,26.286363636363628
Haiti,April,24.47575757575758
Holy See,April,12.0
Honduras,April,26.58823529411765
Hungary,April,10.34736842105263
Iceland,April,1.8275862068965518
India,April,27.398966026587892
Indian Ocean Island,April,28.0
Indonesia,April,26.69891540130152
Iran,April,15.567500000000004
Iraq,April,21.418918918918923
Ireland,April,8.26388888888889
Isle of Man,April,8.15
Israel,April,20.762962962962963
Italy,April,11.685714285714287
Jamaica,April,25.218181818181815
Japan,April,12.224880382775119
Jordan,April,17.90909090909091
Juan de Nova Island,April,28.0
Kazakhstan,April,7.907540983606552
Kenya,April,21.696062992125984
Kiribati,April,27.57
Kosovo,April,10.5
Kuwait,April,24.142857142857142
Kyrgyzstan,April,10.518181818181818
Laos,April,26.889999999999997
Latvia,April,4.109090909090909
Lebanon,April,13.777777777777779
Lesotho,April,13.016666666666667
Liberia,April,26.28
Libya,April,19.406493506493508
Liechtenstein,April,8.833333333333334
Lithuania,April,5.6000000000000005
Luxembourg,April,7.35
Macedonia,April,11.13846153846154
Madagascar,April,22.97424242424241
Malawi,April,21.707894736842103
Malaysia,April,26.77560975609756
Maldives,April,28.3
Mali,April,31.931372549019613
Malta,April,15.699999999999998
Marshall Islands,April,27.337500000000002
Martinique,April,25.475
Mauritania,April,28.241666666666664
Mauritius,April,24.993750000000002
Mayotte,April,27.0
Mexico,April,
Moldova,April,10.16
Monaco,April,10.4
Mongolia,April,1.7904109589041095
Montenegro,April,11.181818181818182
Montserrat,April,26.1
Morocco,April,15.257843137254902
Mozambique,April,24.187804878048784
Myanmar,April,28.85125
Namibia,April,20.42291666666667
Nauru,April,27.0
Nepal,April,20.723333333333343
Netherlands,April,7.609999999999999
Netherlands Antilles,April,27.075
New Caledonia,April,24.261111111111106
New Zealand,April,12.802533783783785
Nicaragua,April,27.545454545454547
Niger,April,32.1764705882353
Nigeria,April,29.483224400871485
Niue,April,25.0
Norfolk Island,April,20.0
North Korea,April,7.717948717948718
Northern Mariana Islands,April,26.75
Norway,April,2.6194395796847663
Oceania,April,24.825
Oman,April,27.72631578947368
Pakistan,April,23.18243243243243
Palau,April,27.8
Panama,April,26.91269841269841
Papua New Guinea,April,24.949999999999996
Paracel Islands,April,27.5
Paraguay,April,22.1139896373057
Peru,April,16.776047904191618
Philippines,April,27.35135135135135
Pitcairn Islands,April,22.0
Poland,April,6.6835443037974684
Portugal,April,13.854999999999997
Puerto Rico,April,24.276562499999997
Qatar,April,26.060000000000002
Republic of Congo,April,25.370833333333337
Reunion,April,25.25
Romania,April,8.423809523809524
Russia,April,-0.873043478260869
Rwanda,April,19.044444444444444
Saint Barthélemy,April,27.0
Saint Helena,April,17.666666666666668
Saint Kitts and Nevis,April,26.0
Saint Lucia,April,27.03333333333333
Saint Martin,April,26.5
Saint Pierre and Miquelon,April,1.0
Saint Vincent and the Grenadines,April,24.4
Samoa,April,26.0
San Marino,April,7.4
Sao Tome and Principe,April,26.360000000000003
Saudi Arabia,April,25.134259259259263
Senegal,April,28.33015873015873
Serbia,April,10.146341463414636
Seychelles,April,27.599999999999998
Sierra Leone,April,27.813414634146344
Singapore,April,27.366666666666664
Sint Maarten,April,25.8
Slovakia,April,5.96
Slovenia,April,7.061111111111111
Solomon Islands,April,26.5
Somalia,April,27.892982456140352
South Africa,April,17.248070175438595
South Georgia and The South Sandwich Islands,April,2.0
South Korea,April,11.489830508474576
South Sudan,April,28.576190476190476
Spain,April,13.476811594202902
Sri Lanka,April,26.62380952380952
Sudan,April,30.302380952380936
Suriname,April,26.23076923076923
Sweden,April,2.6470588235294117
Switzerland,April,4.869642857142857
Syria,April,16.25
Taiwan,April,20.82
Tajikistan,April,12.434722222222225
Tanzania,April,22.756597222222226
Thailand,April,29.16760563380281
The Bahamas,April,23.627272727272725
The Gambia,April,30.400543478260904
Togo,April,28.38333333333333
Tokelau,April,27.5
Tonga,April,25.500000000000004
Trinidad and Tobago,April,26.68
Tromelin Island,April,29.0
Tunisia,April,15.818181818181827
Turkey,April,11.509386281588448
Turkmenistan,April,16.294594594594592
Turks and Caicos Islands,April,25.0
Tuvalu,April,28.0
U.S. Virgin Islands,April,25.84444444444445
Uganda,April,21.8525
Ukraine,April,8.72280701754386
United Arab Emirates,April,25.828571428571426
United Kingdom,April,
United States of America,April,
Uruguay,April,17.020833333333332
Uzbekistan,April,15.633333333333335
Vanuatu,April,25.07222222222222
Venezuela,April,25.285123966942155
Vietnam,April,25.422641509433966
Wake Island,April,26.1
Wallis and Futuna,April,27.4
West Bank,April,14.333333333333334
Western Sahara,April,19.683333333333334
Yemen,April,27.0
Zambia,April,21.345454545454537
Zimbabwe,April,19.945945945945947
Afghanistan,May,19.351923076923086
Albania,May,16.599999999999998
Algeria,May,18.834782608695654
American Samoa,May,27.157142857142855
Andorra,May,7.0
Angola,May,21.04716981132076
Anguilla,May,27.4
Antarctica,May,-17.964583333333334
Antigua and Barbuda,May,26.74615384615384
Argentina,May,14.140479192938193
Armenia,May,12.042857142857143
Aruba,May,28.272727272727277
Ascension Island,May,27.0
Australia,May,
Austria,May,11.563084112149523
Azerbaijan,May,17.14961832061069
Bahrain,May,29.5
Bangladesh,May,28.56086956521739
Barbados,May,27.4
Belarus,May,12.934999999999999
Belgium,May,11.703225806451613
Belize,May,27.18
Benin,May,27.894736842105264
Bermuda,May,21.919999999999998
Bhutan,May,19.122222222222224
Bolivia,May,15.402777777777779
Bosnia and Herzegovina,May,13.578947368421053
Botswana,May,17.164912280701763
Brazil,May,
British Indian Ocean Territory,May,27.0
British Virgin Islands,May,26.5
Brunei,May,27.5
Bulgaria,May,14.017647058823528
Burkina Faso,May,31.82413793103449
Burundi,May,19.9
Cambodia,May,28.439393939393938
Cameroon,May,24.72661870503597
Canada,May,
Cape Verde,May,21.666666666666664
Cayman Islands,May,27.05
Central African Republic,May,25.713953488372095
Chad,May,30.872
Channel Islands,May,11.575
Chile,May,10.496666666666666
China,May,18.735392921415734
Christmas Island,May,25.8
Cocos Islands,May,26.666666666666668
Colombia,May,24.051470588235297
Comoros,May,23.889999999999997
Cook Islands,May,26.208333333333332
Costa Rica,May,25.421739130434784
Cote d'Ivoire,May,26.943478260869576
Croatia,May,16.08717948717949
Cuba,May,25.966666666666665
Curaçao,May,27.5
Cyprus,May,20.13125
Czech Republic,May,11.483870967741936
Democratic Republic of the Congo,May,23.89090909090909
Denmark,May,10.24864864864865
Djibouti,May,29.839999999999996
Dominica,May,26.0
Dominican Republic,May,25.4741935483871
East Timor,May,24.25
Ecuador,May,20.20810810810811
Egypt,May,24.823809523809526
El Salvador,May,24.333333333333332
Equatorial Guinea,May,24.9
Eritrea,May,25.628571428571426
Estonia,May,9.94814814814815
Eswatini,May,17.74285714285714
Ethiopia,May,20.70333333333333
Europa Island,May,24.0
Falkland Islands,May,3.6666666666666665
Faroe Islands,May,7.0
Federated States of Micronesia,May,27.487878787878792
Fiji,May,24.8125
Finland,May,7.192682926829268
France,May,13.676744186046509
French Guiana,May,25.65
French Polynesia,May,24.838095238095235
French Southern and Antarctic Lands,May,7.8
Gabon,May,25.441176470588236
Gaza Strip,May,20.0
Georgia,May,16.6
Germany,May,11.652380952380952
Ghana,May,27.33513513513513
Gibraltar,May,18.0
Glorioso Islands,May,27.0
Greece,May,19.175903614457823
Greenland,May,-1.9398148148148149
Grenada,May,26.9
Guadeloupe,May,26.3
Guam,May,27.224999999999998
Guatemala,May,22.454545454545453
Guinea,May,27.466666666666665
Guinea-Bissau,May,28.53888888888889
Guyana,May,26.268181818181816
Haiti,May,25.20151515151515
Holy See,May,17.0
Honduras,May,26.88235294117647
Hungary,May,15.189473684210528
Iceland,May,5.03125
India,May,29.632153392330398
Indian Ocean Island,May,28.0
Indonesia,May,26.624945770065064
Iran,May,20.68958333333334
Iraq,May,27.47702702702703
Ireland,May,10.81666666666667
Isle of Man,May,10.45
Israel,May,24.351851851851855
Italy,May,15.81128205128205
Jamaica,May,26.00909090909091
Japan,May,16.4444976076555
Jordan,May,22.181818181818183
Juan de Nova Island,May,27.0
Kazakhstan,May,15.396721311475407
Kenya,May,20.873228346456706
Kiribati,May,27.869999999999997
Kosovo,May,15.350000000000001
Kuwait,May,30.285714285714285
Kyrgyzstan,May,15.187878787878788
Laos,May,27.056666666666665
Latvia,May,10.218181818181819
Lebanon,May,17.444444444444443
Lesotho,May,9.641666666666666
Liberia,May,25.875
Libya,May,22.805194805194812
Liechtenstein,May,12.233333333333334
Lithuania,May,11.642857142857142
Luxembourg,May,11.9125
Macedonia,May,15.8
Madagascar,May,21.131818181818172
Malawi,May,19.707894736842103
Malaysia,May,26.863414634146338
Maldives,May,28.099999999999998
Mali,May,32.83921568627451
Malta,May,18.761538461538464
Marshall Islands,May,27.487499999999997
Martinique,May,26.625
Mauritania,May,30.47916666666667
Mauritius,May,23.55625
Mayotte,May,25.5
Mexico,May,
Moldova,May,16.139999999999997
Monaco,May,12.9
Mongolia,May,9.141111111111112
Montenegro,May,15.727272727272727
Montserrat,May,26.7
Morocco,May,18.04313725490196
Mozambique,May,22.207317073170735
Myanmar,May,28.559999999999995
Namibia,May,17.404166666666665
Nauru,May,27.0
Nepal,May,23.18166666666667
Netherlands,May,11.723333333333333
Netherlands Antilles,May,27.725
New Caledonia,May,22.555555555555557
New Zealand,May,10.226013513513506
Nicaragua,May,27.272727272727273
Niger,May,32.88235294117647
Nigeria,May,28.593681917211306
Niue,May,24.5
Norfolk Island,May,18.0
North Korea,May,13.325
Northern Mariana Islands,May,27.383333333333336
Norway,May,7.781678082191778
Oceania,May,25.7
Oman,May,31.10263157894737
Pakistan,May,27.910810810810812
Palau,May,27.88888888888889
Panama,May,26.599999999999994
Papua New Guinea,May,24.719230769230766
Paracel Islands,May,29.0
Paraguay,May,19.515544041450777
Peru,May,15.535928143712578
Philippines,May,27.843243243243244
Pitcairn Islands,May,20.0
Poland,May,11.746835443037975
Portugal,May,15.921666666666663
Puerto Rico,May,25.214062499999994
Qatar,May,31.159999999999997
Republic of Congo,May,24.96666666666667
Reunion,May,23.75
Romania,May,13.897560975609755
Russia,May,7.050423216444983
Rwanda,May,18.905555555555555
Saint Barthélemy,May,28.0
Saint Helena,May,16.333333333333332
Saint Kitts and Nevis,May,27.0
Saint Lucia,May,27.96666666666667
Saint Martin,May,27.5
Saint Pierre and Miquelon,May,5.0
Saint Vincent and the Grenadines,May,25.0
Samoa,May,26.0
San Marino,May,11.0
Sao Tome and Principe,May,25.839999999999996
Saudi Arabia,May,29.65092592592593
Senegal,May,29.27777777777779
Serbia,May,15.25121951219512
Seychelles,May,27.599999999999998
Sierra Leone,May,27.04512195121951
Singapore,May,27.53333333333333
Sint Maarten,May,26.7
Slovakia,May,11.341666666666669
Slovenia,May,13.15
Solomon Islands,May,26.4375
Somalia,May,27.731578947368423
South Africa,May,14.147719298245608
South Georgia and The South Sandwich Islands,May,
South Korea,May,16.557627118644067
South Sudan,May,27.490476190476187
Spain,May,16.312318840579714
Sri Lanka,May,26.72380952380952
Sudan,May,31.840476190476185
Suriname,May,26.076923076923077
Sweden,May,8.097826086956523
Switzerland,May,9.322522522522522
Syria,May,21.09444444444445
Taiwan,May,23.92
Tajikistan,May,17.187323943661973
Tanzania,May,21.763194444444455
Thailand,May,28.729577464788733
The Bahamas,May,25.318181818181817
The Gambia,May,31.096195652173947
Togo,May,27.316666666666674
Tokelau,May,27.5
Tonga,May,24.522222222222222
Trinidad and Tobago,May,27.160000000000004
Tromelin Island,May,27.0
Tunisia,May,19.50714285714286
Turkey,May,15.846570397111913
Turkmenistan,May,22.25945945945946
Turks and Caicos Islands,May,27.0
Tuvalu,May,28.0
U.S. Virgin Islands,May,26.733333333333334
Uganda,May,21.44375
Ukraine,May,14.889473684210529
United Arab Emirates,May,30.17142857142857
United Kingdom,May,
United States of America,May,
Uruguay,May,13.966666666666667
Uzbekistan,May,20.955284552845516
Vanuatu,May,24.116666666666667
Venezuela,May,25.328099173553714
Vietnam,May,26.80943396226415
Wake Island,May,26.9
Wallis and Futuna,May,26.9
West Bank,May,18.333333333333332
Western Sahara,May,20.766666666666666
Yemen,May,29.0
Zambia,May,19.11298701298702
Zimbabwe,May,17.282432432432437
Afghanistan,June,24.408653846153843
Albania,June,20.58181818181818
Algeria,June,23.51204013377927
American Samoa,June,7.971428571428571
Andorra,June,10.95
Angola,June,18.75660377358491
Anguilla,June,28.15
Antarctica,June,-19.866666666666667
Antigua and Barbuda,June,27.830769230769235
Argentina,June,10.96679292929293
Armenia,June,16.014285714285716
Aruba,June,28.36363636363637
Ascension Island,June,26.0
Australia,June,
Austria,June,14.626291079812205
Azerbaijan,June,21.723664122137407
Bahrain,June,32.0
Bangladesh,June,28.458695652173912
Barbados,June,27.46666666666667
Belarus,June,16.169999999999998
Belgium,June,14.567741935483872
Belize,June,27.130000000000003
Benin,June,26.43157894736842
Bermuda,June,24.839999999999996
Bhutan,June,21.38888888888889
Bolivia,June,13.916201117318435
Bosnia and Herzegovina,June,17.157894736842106
Botswana,June,13.957894736842107
Brazil,June,
British Indian Ocean Territory,June,26.0
British Virgin Islands,June,27.0
Brunei,June,27.0
Bulgaria,June,17.32285714285715
Burkina Faso,June,29.377586206896552
Burundi,June,19.273913043478256
Cambodia,June,27.7
Cameroon,June,23.654676258992804
Canada,June,
Cape Verde,June,22.72857142857143
Cayman Islands,June,27.7
Central African Republic,June,24.7
Chad,June,29.101999999999997
Channel Islands,June,14.1
Chile,June,9.093103448275862
China,June,22.502458033573166
Christmas Island,June,25.0
Cocos Islands,June,26.0
Colombia,June,23.964705882352938
Comoros,June,22.56
Cook Islands,June,25.225000000000005
Costa Rica,June,24.991304347826084
Cote d'Ivoire,June,25.814492753623185
Croatia,June,19.753846153846155
Cuba,June,26.866666666666667
Curaçao,June,28.0
Cyprus,June,23.831249999999997
Czech Republic,June,14.674193548387096
Democratic Republic of the Congo,June,22.787499999999994
Denmark,June,13.75135135135135
Djibouti,June,32.39333333333334
Dominica,June,26.0
Dominican Republic,June,26.23225806451613
East Timor,June,23.5
Ecuador,June,19.416216216216217
Egypt,June,27.520833333333343
El Salvador,June,23.5
Equatorial Guinea,June,24.077272727272728
Eritrea,June,25.992857142857144
Estonia,June,14.470370370370372
Eswatini,June,15.138095238095234
Ethiopia,June,20.218333333333337
Europa Island,June,22.0
Falkland Islands,June,2.3333333333333335
Faroe Islands,June,8.0
Federated States of Micronesia,June,27.336363636363632
Fiji,June,24.0
Finland,June,12.563414634146339
France,June,16.879629629629637
French Guiana,June,25.2625
French Polynesia,June,23.752380952380953
French Southern and Antarctic Lands,June,6.8
Gabon,June,23.755882352941175
Gaza Strip,June,23.0
Georgia,June,20.477777777777778
Germany,June,15.144578313253012
Ghana,June,26.15
Gibraltar,June,21.0
Glorioso Islands,June,26.0
Greece,June,23.591566265060237
Greenland,June,3.062727272727272
Grenada,June,26.9
Guadeloupe,June,26.866666666666664
Guam,June,27.3
Guatemala,June,22.181818181818183
Guinea,June,25.719047619047622
Guinea-Bissau,June,27.78333333333334
Guyana,June,26.05454545454545
Haiti,June,26.045454545454547
Holy See,June,20.0
Honduras,June,26.41176470588235
Hungary,June,18.521052631578947
Iceland,June,7.875
India,June,29.19424778761062
Indian Ocean Island,June,27.0
Indonesia,June,26.11127982646423
Iran,June,25.466666666666676
Iraq,June,31.928378378378383
Ireland,June,13.208333333333334
Isle of Man,June,13.15
Israel,June,27.05555555555556
Italy,June,19.548979591836726
Jamaica,June,26.718181818181815
Japan,June,20.095693779904305
Jordan,June,25.272727272727273
Juan de Nova Island,June,26.0
Kazakhstan,June,20.62
Kenya,June,19.855118110236216
Kiribati,June,27.76
Kosovo,June,18.75
Kuwait,June,34.714285714285715
Kyrgyzstan,June,19.351515151515155
Laos,June,26.759999999999998
Latvia,June,14.481818181818182
Lebanon,June,21.22222222222222
Lesotho,June,6.883333333333334
Liberia,June,24.95
Libya,June,26.179220779220785
Liechtenstein,June,16.216666666666665
Lithuania,June,15.214285714285714
Luxembourg,June,15.0125
Macedonia,June,19.584615384615383
Madagascar,June,19.357575757575766
Malawi,June,17.73421052631579
Malaysia,June,26.553658536585367
Maldives,June,27.599999999999998
Mali,June,31.164705882352944
Malta,June,22.67692307692308
Marshall Islands,June,27.5375
Martinique,June,27.0
Mauritania,June,31.875
Mauritius,June,22.08125
Mayotte,June,24.5
Mexico,June,
Moldova,June,19.32
Monaco,June,16.5
Mongolia,June,14.975555555555555
Montenegro,June,19.363636363636363
Montserrat,June,27.6
Morocco,June,21.25196078431372
Mozambique,June,20.185365853658535
Myanmar,June,26.8025
Namibia,June,14.902083333333332
Nauru,June,27.0
Nepal,June,24.511666666666667
Netherlands,June,14.603333333333332
Netherlands Antilles,June,28.225
New Caledonia,June,21.072222222222223
New Zealand,June,7.988344594594596
Nicaragua,June,26.454545454545453
Niger,June,31.823529411764707
Nigeria,June,27.115904139433553
Niue,June,23.0
Norfolk Island,June,16.5
North Korea,June,17.7
Northern Mariana Islands,June,27.499999999999996
Norway,June,11.719931271477659
Oceania,June,26.9
Oman,June,32.373684210526314
Pakistan,June,31.08648648648649
Palau,June,27.633333333333333
Panama,June,26.13968253968254
Papua New Guinea,June,24.321153846153848
Paracel Islands,June,29.0
Paraguay,June,17.175129533678756
Peru,June,14.34744744744745
Philippines,June,27.35135135135135
Pitcairn Islands,June,19.0
Poland,June,15.265822784810126
Portugal,June,18.925
Puerto Rico,June,25.987500000000004
Qatar,June,33.72
Republic of Congo,June,23.1875
Reunion,June,22.0
Romania,June,16.847619047619048
Russia,June,13.352496954933
Rwanda,June,18.644444444444446
Saint Barthélemy,June,29.0
Saint Helena,June,15.166666666666666
Saint Kitts and Nevis,June,28.0
Saint Lucia,June,28.0
Saint Martin,June,28.5
Saint Pierre and Miquelon,June,8.0
Saint Vincent and the Grenadines,June,25.8
Samoa,June,26.0
San Marino,June,15.4
Sao Tome and Principe,June,24.72
Saudi Arabia,June,32.09907407407408
Senegal,June,29.51111111111112
Serbia,June,18.336585365853658
Seychelles,June,26.733333333333334
Sierra Leone,June,26.040243902439038
Singapore,June,27.366666666666664
Sint Maarten,June,27.5
Slovakia,June,13.904000000000002
Slovenia,June,15.005555555555556
Solomon Islands,June,26.25
Somalia,June,27.345614035087728
South Africa,June,11.345964912280696
South Georgia and The South Sandwich Islands,June,-1.0
South Korea,June,20.677118644067797
South Sudan,June,26.1
Spain,June,19.8391304347826
Sri Lanka,June,26.280952380952378
Sudan,June,31.4202380952381
Suriname,June,25.923076923076923
Sweden,June,12.657608695652174
Switzerland,June,12.532142857142857
Syria,June,25.211111111111112
Taiwan,June,26.031999999999996
Tajikistan,June,21.759722222222216
Tanzania,June,20.519097222222214
Thailand,June,28.063380281690133
The Bahamas,June,27.00909090909091
The Gambia,June,30.021739130434803
Togo,June,25.76666666666667
Tokelau,June,27.5
Tonga,June,23.737499999999997
Trinidad and Tobago,June,26.880000000000003
Tromelin Island,June,26.0
Tunisia,June,23.688961038961036
Turkey,June,19.960649819494588
Turkmenistan,June,27.056756756756762
Turks and Caicos Islands,June,28.0
Tuvalu,June,28.0
U.S. Virgin Islands,June,27.6
Uganda,June,20.96
Ukraine,June,18.71754385964912
United Arab Emirates,June,32.0
United Kingdom,June,
United States of America,June,
Uruguay,June,11.291666666666664
Uzbekistan,June,25.565853658536586
Vanuatu,June,23.27777777777778
Venezuela,June,24.72975206611569
Vietnam,June,27.390566037735844
Wake Island,June,27.9
Wallis and Futuna,June,26.7
West Bank,June,21.333333333333332
Western Sahara,June,22.3
Yemen,June,30.285714285714285
Zambia,June,16.935064935064936
Zimbabwe,June,14.802702702702701
Afghanistan,July,26.437500000000004
Albania,July,23.163636363636364
Algeria,July,26.829096989966544
American Samoa,July,26.8
Andorra,July,14.1
Angola,July,18.20754716981132
Anguilla,July,28.65
Antarctica,July,-21.14255319148936
Antigua and Barbuda,July,27.830769230769235
Argentina,July,10.903030303030306
Armenia,July,19.571428571428573
Aruba,July,28.272727272727277
Ascension Island,July,25.0
Australia,July,
Austria,July,16.55140186915887
Azerbaijan,July,25.11068702290077
Bahrain,July,33.5
Bangladesh,July,28.117391304347834
Barbados,July,26.74444444444444
Belarus,July,17.59333333333333
Belgium,July,16.467741935483872
Belize,July,26.580000000000002
Benin,July,25.30526315789474
Bermuda,July,26.919999999999998
Bhutan,July,19.533333333333335
Bolivia,July,13.77166666666667
Bosnia and Herzegovina,July,19.63157894736842
Botswana,July,13.951754385964911
Brazil,July,
British Indian Ocean Territory,July,26.0
British Virgin Islands,July,27.0
Brunei,July,27.0
Bulgaria,July,19.55428571428571
Burkina Faso,July,27.508620689655178
Burundi,July,19.16521739130435
Cambodia,July,27.233333333333324
Cameroon,July,22.697122302158277
Canada,July,
Cape Verde,July,23.76190476190476
Cayman Islands,July,28.075
Central African Republic,July,23.920930232558142
Chad,July,27.041999999999998
Channel Islands,July,16.2
Chile,July,8.408620689655173
China,July,24.989148681055205
